Date,Open,High,Low,Close,Volume,ExDividend,SplitRatio,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume
2017-05-25,153.25,153.73,152.9459,153.2,2579828.0,0.0,1.0,150.15079965833002,150.62109253817,149.85284952341001,150.10181081668,2579828.0
2017-05-24,152.21,152.76,151.23,152.51,3731333.0,0.0,1.0,149.131831752,149.67070901016,148.17165045566003,149.42576480191002,3731333.0
2017-05-23,152.57,153.68,151.92,152.03,2563975.0,0.0,1.0,149.48455141188998,150.57210369652,148.84769647043,148.95547192206,2563975.0
2017-05-22,152.1,152.84,151.5992,152.64,3248372.0,0.0,1.0,149.02405630036998,149.7490911568,148.5333840624,149.5531357902,3248372.0
2017-05-19,151.01,152.46,150.89,151.98,5617824.0,0.0,1.0,147.95609955239,149.37677596025,147.83852633243,148.90648308041,5617824.0
2017-05-18,150.86,151.33,150.11,150.78,3268772.0,0.0,1.0,147.80913302744,148.26962813896003,147.07430040269,147.7307508808,3268772.0
2017-05-17,153.3,154.14,150.89,150.93,5048937.0,0.0,1.0,150.19978849998,151.02280103971,147.83852633243,147.87771740575002,5048937.0
2017-05-16,151.66,153.99,151.66,153.68,5452539.0,0.0,1.0,148.59295449385002,150.87583451476002,148.59295449385002,150.57210369652,5452539.0
2017-05-15,150.62,151.83,150.4502,151.51,4218359.0,0.0,1.0,147.57398658751998,148.75951655546,147.40762048128,148.4459879689,4218359.0
2017-05-12,150.3,151.265,150.0,150.37,3651964.0,0.0,1.0,147.26045800096,148.20594264481002,146.96652495106,147.32904237927,3651964.0
2017-05-11,151.05,151.15,149.79,150.65,5546379.0,0.0,1.0,147.99529062571,148.09326830902,146.76077181613002,147.60337989251002,5546379.0
2017-05-10,151.651,152.37,151.13,151.25,4995590.0,0.0,1.0,148.58413650235002,149.28859604528,148.07367277236,148.19124599232,4995590.0
2017-05-09,152.6,153.1,151.5552,152.11,6823015.0,0.0,1.0,149.51394471688,150.00383313338,148.49027388175,149.0338540687,6823015.0
2017-05-08,152.8,153.47,152.2,153.03,7415765.0,1.5,1.0,149.70990008348,150.36635056159,149.12203398366998,149.93524875507,7415765.0
2017-05-05,153.52,155.78,153.0,155.05,12415240.0,0.0,1.0,148.95527980896003,151.14808160917,148.45074134165,150.43978722237,12415240.0
2017-05-04,158.89,159.14,158.36,159.05,4271669.0,0.0,1.0,154.16560975016,154.40817632098,153.65136862003,154.32085235549,4271669.0
2017-05-03,158.74,159.45,158.52,158.63,3990429.0,0.0,1.0,154.02006980767,154.70895886879998,153.80661122535,153.91334051651,3990429.0
2017-05-02,159.44,159.49,158.64,159.1,3149949.0,0.0,1.0,154.69925620597,154.74776952013,153.92304317933997,154.36936566965,3149949.0
2017-05-01,160.05,160.42,158.7,158.84,4919710.0,0.0,1.0,155.29111863877,155.65011716358,153.98125915634,154.117096436,4919710.0
2017-04-28,160.5,160.59,159.7,160.29,4029533.0,0.0,1.0,155.72773846624,155.81506243174,154.95152543961999,155.52398254675,4029533.0
2017-04-27,160.29,160.48,159.63,160.32,4081640.0,0.0,1.0,155.52398254675,155.70833314058,154.88360679979,155.55309053525,4081640.0
2017-04-26,160.53,161.1,159.89,160.06,4311484.0,0.0,1.0,155.75684645473999,156.30989823621,155.13587603343998,155.3008213016,4311484.0
2017-04-25,161.78,162.04,160.38,160.39,4842189.0,0.0,1.0,156.96967930884,157.22194854249,155.61130651225,155.62100917508002,4842189.0
2017-04-24,161.29,161.57,160.42,160.75,5320608.0,0.0,1.0,156.49424883003,156.76592338935,155.65011716358,155.97030503706,5320608.0
2017-04-21,162.05,162.11,160.38,160.38,5607756.0,0.0,1.0,157.23165120533,157.28986718232,155.61130651225,155.61130651225,5607756.0
2017-04-20,161.32,162.4,160.5,162.3,6486809.0,0.0,1.0,156.52335681853,157.57124440446998,155.72773846624,157.47421777614,6486809.0
2017-04-19,161.76,162.64,159.6,161.69,19284284.0,0.0,1.0,156.95027398317,157.80410831246002,154.85449881129,156.88235534334,19284284.0
2017-04-18,170.79,171.69,169.83,170.05,6345465.0,0.0,1.0,165.71177852118,166.58501817613,164.78032288923,164.99378147156,6345465.0
2017-04-17,169.75,171.3,169.62,171.1,3720218.0,0.0,1.0,164.70270158657,166.20661432565,164.57656696975,166.012561069,3720218.0
2017-04-13,169.92,171.36,169.53,169.53,3205462.0,0.0,1.0,164.86764685473,166.26483030264998,164.48924300425,164.48924300425,3205462.0
2017-04-12,171.04,171.2,170.02,170.66,3276931.0,0.0,1.0,165.954345092,166.10958769733,164.96467348306,165.58564390436,3276931.0
2017-04-11,170.65,171.23,168.98,170.58,4890163.0,0.0,1.0,165.57594124152,166.13869568581998,163.95559654845,165.50802260169,4890163.0
2017-04-10,172.53,172.56,171.0,171.2,3789936.0,0.0,1.0,167.40004185408998,167.42914984258002,165.91553444067,166.10958769733,3789936.0
2017-04-07,172.08,172.93,171.28,172.14,3588302.0,0.0,1.0,166.96342202661,167.7881483674,166.18720899999,167.02163800361,3588302.0
2017-04-06,173.47,173.47,172.25,172.45,3435403.0,0.0,1.0,168.31209216036999,168.31209216036999,167.12836729477,167.32242055142,3435403.0
2017-04-05,174.7,176.33,172.81,172.88,6238894.0,0.0,1.0,169.50551968879998,171.08705373055,167.6717164134,167.73963505323,6238894.0
2017-04-04,173.52,174.96,173.26,174.52,3108855.0,0.0,1.0,168.36060547453002,169.75778892245,168.10833624088002,169.33087175781,3108855.0
2017-04-03,173.82,174.87,173.38,174.5,4286498.0,0.0,1.0,168.65168535952,169.67046495696002,168.22476819487,169.31146643215,4286498.0
2017-03-31,173.98,174.95,173.69,174.14,2913684.0,0.0,1.0,168.80692796483999,169.74808625962,168.52555074269,168.96217057017,2913684.0
2017-03-30,173.86,174.59,173.69,173.86,3168254.0,0.0,1.0,168.69049601084998,169.39879039764,168.52555074269,168.69049601084998,3168254.0
2017-03-29,174.3,174.49,173.46,173.94,3085606.0,0.0,1.0,169.11741317549,169.30176376931,168.30238949754,168.76811731351,3085606.0
2017-03-28,173.94,175.0,173.0,174.51,3523345.0,0.0,1.0,168.76811731351,169.79659957379,167.85606700723,169.32116909498,3523345.0
2017-03-27,172.69,174.16,172.0937,173.77,3259049.0,0.0,1.0,167.55528445941002,168.98157589583,166.97671467469,168.60317204535,3259049.0
2017-03-24,175.12,175.5,173.39,173.83,3221672.0,0.0,1.0,169.91303152778,170.28173271542,168.23447085771002,168.66138802235,3221672.0
2017-03-23,174.43,175.67,173.56,174.82,3739976.0,0.0,1.0,169.24354779232002,170.44667798358,168.39941612586,169.62195164278998,3739976.0
2017-03-22,174.04,175.06,172.8,174.78,3450512.0,0.0,1.0,168.86514394184,169.85481555078002,167.66201375057,169.58314099146003,3450512.0
2017-03-21,176.01,176.23,173.84,173.88,3927741.0,0.0,1.0,170.7765685199,170.99002710222,168.67109068518,168.70990133651,3927741.0
2017-03-20,175.65,176.18,175.14,175.7,2476125.0,0.0,1.0,170.42727265791999,170.94151378805,169.93243685344,170.47578597208,2476125.0
2017-03-17,176.29,176.79,175.65,175.65,5920967.0,0.0,1.0,171.04824307921,171.53337622085,170.42727265791999,170.42727265791999,5920967.0
2017-03-16,178.46,179.0,176.82,177.24,4311848.0,0.0,1.0,173.15372091393002,173.67766470689998,171.56248420935,171.96999604833,4311848.0
2017-03-15,175.71,176.28,174.75,175.81,3815537.0,0.0,1.0,170.48548863491,171.03854041638002,169.55403300297,170.58251526324,3815537.0
2017-03-14,176.18,176.82,175.21099999999998,175.72,3147497.0,0.0,1.0,170.94151378805,171.56248420935,170.00132575956002,170.49519129774998,3147497.0
2017-03-13,177.85,178.06,176.415,176.46,3482189.0,0.0,1.0,172.56185848113,172.76561440062,171.16952636462,171.21318834737,3482189.0
2017-03-10,178.21,179.49,177.42,177.83,3100116.0,0.0,1.0,172.91115434311,174.15309518571,172.14464397932,172.54245315546,3100116.0
2017-03-09,179.15,179.25,175.88,177.18,5444076.0,0.0,1.0,173.82320464939,173.92023127772,170.65043390307,171.91178007132999,5444076.0
2017-03-08,180.75,180.95,179.3,179.45,3557396.0,0.0,1.0,175.37563070264,175.56968395929002,173.96874459188,174.11428453438,3557396.0
2017-03-07,180.71,181.29,180.1997,180.38,2977596.0,0.0,1.0,175.33682005131,175.89957449561,174.84169316695,175.01663217782,2977596.0
2017-03-06,179.72,180.99,179.57,180.47,3204434.0,0.0,1.0,174.37625643086002,175.60849461063,174.23071648836998,175.10395614332,3204434.0
2017-03-03,180.04,181.32,179.7649,180.05,1825048.0,0.0,1.0,174.68674164151,175.92868248411,174.41982138698003,174.69644430434,1825048.0
2017-03-02,181.88,181.88,180.43,180.53,2918153.0,0.0,1.0,176.47203160273997,176.47203160273997,175.06514549198997,175.16217212031998,2918153.0
2017-03-01,180.48,182.55,180.03,181.95,3005564.0,0.0,1.0,175.11365880615003,177.12211001254,174.67703897868,176.53995024257,3005564.0
2017-02-28,179.38,180.63,179.35,179.82,3273335.0,0.0,1.0,174.04636589455,175.25919874864,174.01725790605,174.47328305918998,3273335.0
2017-02-27,181.19,181.25,179.28,179.4,3691209.0,0.0,1.0,175.80254786728,175.86076384428,173.94933926621997,174.06577122021,3691209.0
2017-02-24,180.21,181.49,179.89,181.35,3299019.0,0.0,1.0,174.85168690966998,176.09362775226,174.54120169902,175.95779047261001,3299019.0
2017-02-23,182.0,182.5,180.92,181.65,2282526.0,0.0,1.0,176.58846355674,177.07359669838002,175.5405759708,176.24887035759,2282526.0
2017-02-22,180.09,181.34,180.09,181.15,3020540.0,0.0,1.0,174.73525495567,175.94808780977002,174.73525495567,175.76373721595002,3020540.0
2017-02-21,180.6,180.79,179.12,180.26,4480199.0,0.0,1.0,175.23009076015,175.41444135397,173.79409666089,174.90020022382998,4480199.0
2017-02-17,181.25,181.57,180.0,180.67,3552305.0,0.0,1.0,175.86076384428,176.17124905493,174.64793099018001,175.29800939998,3552305.0
2017-02-16,181.45,182.79,180.87,181.43,3251547.0,0.0,1.0,176.05481710093002,177.35497392053,175.49206265663003,176.03541177527,3251547.0
2017-02-15,180.2,181.92,179.81,181.68,2914292.0,0.0,1.0,174.84198424682998,176.51084225406998,174.46358039636002,176.27797834608998,2914292.0
2017-02-14,178.57,180.13,178.35,180.13,2775818.0,0.0,1.0,173.26045020509,174.77406560701002,173.04699162277,174.77406560701002,2775818.0
2017-02-13,179.24,179.9,178.84,179.36,3093372.0,0.0,1.0,173.91052861488998,174.55090436185,173.52242210158002,174.02696056888,3093372.0
2017-02-10,177.37,178.8701,176.76,178.68,2930710.0,0.0,1.0,172.09613066516002,173.5516271167,171.50426823236,173.36717949625,2930710.0
2017-02-09,176.17,177.8,175.91,177.21,3090710.0,0.0,1.0,170.93181112521998,172.51334516697,170.67954189156998,171.94088805983003,3090710.0
2017-02-08,177.5,177.5,175.88,176.17,2913126.0,1.4,1.0,172.22226528198001,172.22226528198001,170.65043390307,170.93181112521998,2913126.0
2017-02-07,176.0,178.62,175.9,178.46,3873233.0,0.0,1.0,169.42050322712,171.94255844561002,169.32424157755,171.78853980631,3873233.0
2017-02-06,175.31,175.98,174.38,175.86,2650509.0,0.0,1.0,168.75629784515,169.4012508972,167.86106450423,169.28573691773002,2650509.0
2017-02-03,175.0,176.34,174.89,175.82,3309179.0,0.0,1.0,168.45788673151,169.74779283562,168.35199891699,169.24723225791,3309179.0
2017-02-02,174.23,174.97,173.55,174.58,2620526.0,0.0,1.0,167.71667202989,168.42900823664,167.06209281287,168.05358780334998,2620526.0
2017-02-01,175.0,175.7025,172.89,174.29,2795445.0,0.0,1.0,168.45788673151,169.13412481966998,166.42676592576998,167.77442901963002,2795445.0
2017-01-31,175.05,175.58,173.61,174.52,4134049.0,0.0,1.0,168.50601755629,169.01620429896002,167.11984980261002,167.99583081362,4134049.0
2017-01-30,176.98,177.07,174.5768,175.8,4093555.0,0.0,1.0,170.36386739281,170.45050287741998,168.05050743056998,169.22797992799,4093555.0
2017-01-27,178.47,179.2,177.3,177.3,3482105.0,0.0,1.0,171.79816597126998,172.50087601306,170.67190467141,170.67190467141,3482105.0
2017-01-26,178.06,178.88,177.51,178.66,3063911.0,0.0,1.0,171.40349320807,172.19283873446997,170.87405413548,171.98106310543,3063911.0
2017-01-25,176.26,179.25,176.13,178.29,5922462.0,0.0,1.0,169.67078351597002,172.54900683784,169.54564337154,171.62489500206001,5922462.0
2017-01-24,171.36,176.0,171.16,175.9,6952369.0,0.0,1.0,164.95396268749,169.42050322712,164.76143938837,169.32424157755,6952369.0
2017-01-23,170.08,171.25,170.01,171.03,5477314.0,0.0,1.0,163.72181357311,164.84807487297,163.65443041842,164.63629924394,5477314.0
2017-01-20,167.81,170.64,166.0,170.55,12606847.0,0.0,1.0,161.53667412808,164.26087881065,159.79433827103,164.17424332605,12606847.0
2017-01-19,166.96,167.45,165.8,166.81,6963386.0,0.0,1.0,160.71845010681002,161.19013218966,159.60181497191002,160.57405763247,6963386.0
2017-01-18,167.45,168.59,166.69,166.8,4005626.0,0.0,1.0,161.19013218966,162.28751499466003,160.458543653,160.56443146752,4005626.0
2017-01-17,166.69,168.18,166.1201,167.89,3315655.0,0.0,1.0,160.458543653,161.89284223146,159.90994851215,161.61368344773,3315655.0
2017-01-13,167.97,168.48,166.875,167.34,2875319.0,0.0,1.0,161.69069276738,162.18162718014,160.63662770469,161.08424437515,2875319.0
2017-01-12,167.77,168.01,165.56,167.95,2927953.0,0.0,1.0,161.49816946826,161.7291974272,159.37078701296002,161.67144043747,2927953.0
2017-01-11,166.05,167.76,165.6,167.75,3599464.0,0.0,1.0,159.84246909581,161.4885433033,159.40929167279,161.47891713834,3599464.0
2017-01-10,167.98,168.09,165.34,165.52,4118694.0,0.0,1.0,161.70031893233,161.80620674685,159.15901138393,159.33228235314,4118694.0
2017-01-09,169.47,169.8,167.62,167.65,3189413.0,0.0,1.0,163.13461751078998,163.45228095433998,161.35377699392,161.38265548878,3189413.0
2017-01-06,168.69,169.92,167.52,169.53,2945536.0,0.0,1.0,162.38377664421998,163.56779493382,161.25751534435,163.19237450053,2945536.0
2017-01-05,169.25,169.39,167.26,168.7,2682181.0,0.0,1.0,162.92284188176,163.05760819114,161.0072350555,162.39340280917,2682181.0
2017-01-04,167.77,169.87,167.36,169.26,3381232.0,0.0,1.0,161.49816946826,163.51966410903998,161.10349670506,162.93246804671003,3381232.0
2017-01-03,167.0,167.87,166.01,167.19,2934299.0,0.0,1.0,160.75695476664,161.59443111782,159.80396443599,160.9398519008,2934299.0
